id,title,overview,genres,keywords,cast,director,release_date,release_year,runtime,vote_average,vote_count,popularity,tags
8487,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,"['Action', 'Adventure', 'Comedy', 'ScienceFiction', 'Western']","['steampunk', 'basedontvseries', 'steamlocomotive', 'drag']","['WillSmith', 'KevinKline', 'KennethBranagh', 'SalmaHayek', 'M.EmmetWalsh']",BarrySonnenfeld,1999-06-29,1999.0,106.0,5.1,1020,40.748915,legless southern inventor dr arliss loveless plans to rekindle the civil war by assassinating president u s grant only two men can stop him gunfighter james west and master of disguise and inventor artemus gordon the two must team up to thwart loveless plans action adventure comedy sciencefiction western action adventure comedy sciencefiction western action adventure comedy sciencefiction western action adventure comedy sciencefiction western action adventure comedy sciencefiction western steampunk basedontvseries steamlocomotive drag steampunk basedontvseries steamlocomotive drag steampunk basedontvseries steamlocomotive drag steampunk basedontvseries steamlocomotive drag willsmith kevinkline kennethbranagh salmahayek m emmetwalsh willsmith kevinkline kennethbranagh salmahayek m emmetwalsh barrysonnenfeld barrysonnenfeld barrysonnenfeld barrysonnenfeld barrysonnenfeld barrysonnenfeld 1999
72545,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.","['Adventure', 'Action', 'ScienceFiction']","['mission', 'mysteriousisland', 'missingperson', 'duringcreditsstinger', '3d']","['DwayneJohnson', 'JoshHutcherson', 'KristinDavis', 'VanessaHudgens', 'LuisGuzmán']",BradPeyton,2012-01-19,2012.0,94.0,5.8,1030,40.723459,sean anderson partners with his mom s boyfriend on a mission to find his grandfather who is thought to be missing on a mythical island adventure action sciencefiction adventure action sciencefiction adventure action sciencefiction adventure action sciencefiction adventure action sciencefiction mission mysteriousisland missingperson duringcreditsstinger 3d mission mysteriousisland missingperson duringcreditsstinger 3d mission mysteriousisland missingperson duringcreditsstinger 3d mission mysteriousisland missingperson duringcreditsstinger 3d dwaynejohnson joshhutcherson kristindavis vanessahudgens luisguzm n dwaynejohnson joshhutcherson kristindavis vanessahudgens luisguzm n bradpeyton bradpeyton bradpeyton bradpeyton bradpeyton bradpeyton 2012
109491,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.","['Fantasy', 'Drama', 'Romance']","['civilwar', 'southernusa', 'magic', 'light', 'dark', 'classprejudice', 'casters', 'basedonyoungadultnovel']","['AldenEhrenreich', 'AliceEnglert', 'JeremyIrons', 'ViolaDavis', 'EmmyRossum']",RichardLaGravenese,2013-02-13,2013.0,124.0,5.6,984,40.721373,ethan wate just wants to get to know lena duchannes better but unbeknownst to him lena has strange powers as lena s 16th birthday approaches she might decide her fate to be good or evil a choice which will impact her relationship forever fantasy drama romance fantasy drama romance fantasy drama romance fantasy drama romance fantasy drama romance civilwar southernusa magic light dark classprejudice casters basedonyoungadultnovel civilwar southernusa magic light dark classprejudice casters basedonyoungadultnovel civilwar southernusa magic light dark classprejudice casters basedonyoungadultnovel civilwar southernusa magic light dark classprejudice casters basedonyoungadultnovel aldenehrenreich aliceenglert jeremyirons violadavis emmyrossum aldenehrenreich aliceenglert jeremyirons violadavis emmyrossum richardlagravenese richardlagravenese richardlagravenese richardlagravenese richardlagravenese richardlagravenese 2013
1576,Resident Evil,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.","['Horror', 'Action', 'ScienceFiction']","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'basedonvideogame']","['MillaJovovich', 'MichelleRodriguez', 'EricMabius', 'RyanMcCluskey', 'OscarPearce']",PaulW.S.Anderson,2002-03-15,2002.0,100.0,6.4,2065,40.715623,when a virus leaks from a top secret facility turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell the government sends in an elite military task force to contain the outbreak alice and rain are charged with leading the mission but they only have three hours before the pathogen becomes airborne and infects the world horror action sciencefiction horror action sciencefiction horror action sciencefiction horror action sciencefiction horror action sciencefiction undercover mutant dystopia conspiracy zombie basedonvideogame undercover mutant dystopia conspiracy zombie basedonvideogame undercover mutant dystopia conspiracy zombie basedonvideogame undercover mutant dystopia conspiracy zombie basedonvideogame millajovovich michellerodriguez ericmabius ryanmccluskey oscarpearce millajovovich michellerodriguez ericmabius ryanmccluskey oscarpearce paulw s anderson paulw s anderson paulw s anderson paulw s anderson paulw s anderson paulw s anderson 2002
76025,Shame,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",['Drama'],"['pornography', 'brothersisterrelationship', 'sexaddiction', 'newyorkcity', 'thirtysomething', 'sexaddict']","['MichaelFassbender', 'CareyMulligan', 'JamesBadgeDale', 'NicoleBeharie', 'AlexManette']",SteveMcQueen,2011-10-02,2011.0,100.0,7.0,875,40.688426,brandon is a new yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex when his wayward younger sister moves into his apartment stirring memories of their shared painful past brandon s insular life spirals out of control drama drama drama drama drama pornography brothersisterrelationship sexaddiction newyorkcity thirtysomething sexaddict pornography brothersisterrelationship sexaddiction newyorkcity thirtysomething sexaddict pornography brothersisterrelationship sexaddiction newyorkcity thirtysomething sexaddict pornography brothersisterrelationship sexaddiction newyorkcity thirtysomething sexaddict michaelfassbender careymulligan jamesbadgedale nicolebeharie alexmanette michaelfassbender careymulligan jamesbadgedale nicolebeharie alexmanette stevemcqueen stevemcqueen stevemcqueen stevemcqueen stevemcqueen stevemcqueen 2011
1265,Bridge to Terabithia,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.","['Adventure', 'Drama', 'Family']","['brothersisterrelationship', 'friendship', 'bullying', 'neighbor', 'school', 'drawing', ""basedonchildren'sbook"", 'schoolbus', 'imagination', 'creek', 'clubhouse', 'realityvsfantasy']","['JoshHutcherson', 'AnnaSophiaRobb', 'RobertPatrick', 'ZooeyDeschanel', 'BaileeMadison']",GáborCsupó,2007-02-16,2007.0,96.0,7.0,1113,40.646102,jesse aarons trained all summer to become the fastest runner in school so he s very upset when newcomer leslie burke outruns him and everyone else despite this and other differences including that she s rich he s poor and she s a city girl he s a country boy the two become fast friends together they create terabithia a land of monsters trolls ogres and giants and rule as king and queen adventure drama family adventure drama family adventure drama family adventure drama family adventure drama family brothersisterrelationship friendship bullying neighbor school drawing basedonchildren sbook schoolbus imagination creek clubhouse realityvsfantasy brothersisterrelationship friendship bullying neighbor school drawing basedonchildren sbook schoolbus imagination creek clubhouse realityvsfantasy brothersisterrelationship friendship bullying neighbor school drawing basedonchildren sbook schoolbus imagination creek clubhouse realityvsfantasy brothersisterrelationship friendship bullying neighbor school drawing basedonchildren sbook schoolbus imagination creek clubhouse realityvsfantasy joshhutcherson annasophiarobb robertpatrick zooeydeschanel baileemadison joshhutcherson annasophiarobb robertpatrick zooeydeschanel baileemadison g borcsup g borcsup g borcsup g borcsup g borcsup g borcsup 2007
184,Jackie Brown,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.","['Comedy', 'Crime', 'Romance']","['airport', 'underworld', 'armsdeal', 'weapon', 'police', 'drug']","['PamGrier', 'SamuelL.Jackson', 'RobertForster', 'BridgetFonda', 'MichaelKeaton']",QuentinTarantino,1997-12-24,1997.0,154.0,7.3,1514,40.631671,jackie brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss when the cops try to use jackie to get to her boss she hatches a plan with help from a bail bondsman to keep the money for herself based on elmore leonard s novel rum punch comedy crime romance comedy crime romance comedy crime romance comedy crime romance comedy crime romance airport underworld armsdeal weapon police drug airport underworld armsdeal weapon police drug airport underworld armsdeal weapon police drug airport underworld armsdeal weapon police drug pamgrier samuell jackson robertforster bridgetfonda michaelkeaton pamgrier samuell jackson robertforster bridgetfonda michaelkeaton quentintarantino quentintarantino quentintarantino quentintarantino quentintarantino quentintarantino 1997
18487,The Taking of Pelham 1 2 3,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.","['Thriller', 'Drama', 'Crime']","['hostage', 'newyorkcity', 'newyorksubway', 'subwaytrain', 'stockmarket', 'motorcyclecrash', 'subwaytunnel', 'aftercreditsstinger']","['DenzelWashington', 'JohnTravolta', 'LuisGuzmán', 'VictorGojcaj', 'JohnTurturro']",TonyScott,2009-06-11,2009.0,106.0,6.2,954,40.597856,armed men hijack a new york city subway train holding the passengers hostage in return for a ransom and turning an ordinary day s work for dispatcher walter garber into a face off with the mastermind behind the crime thriller drama crime thriller drama crime thriller drama crime thriller drama crime thriller drama crime hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger denzelwashington johntravolta luisguzm n victorgojcaj johnturturro denzelwashington johntravolta luisguzm n victorgojcaj johnturturro tonyscott tonyscott tonyscott tonyscott tonyscott tonyscott 2009
10661,You Don't Mess with the Zohan,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,"['Comedy', 'Action']","['newyork', 'israel', 'middleeast', 'hairdresser', 'ladykiller', 'mossad', 'israeli', 'palestinian', 'heart-throb', 'middleeastconflict', 'hairstyle', 'hackysack']","['AdamSandler', 'JohnTurturro', 'EmmanuelleChriqui', 'NickSwardson', 'LainieKazan']",DennisDugan,2008-06-05,2008.0,113.0,5.5,1048,40.597344,an israeli counterterrorism soldier with a secretly fabulous ambition to become a manhattan hairstylist zohan s desire runs so deep that he ll do anything including faking his own death and going head to head with an arab cab driver to make his dreams come true comedy action comedy action comedy action comedy action comedy action newyork israel middleeast hairdresser ladykiller mossad israeli palestinian heart throb middleeastconflict hairstyle hackysack newyork israel middleeast hairdresser ladykiller mossad israeli palestinian heart throb middleeastconflict hairstyle hackysack newyork israel middleeast hairdresser ladykiller mossad israeli palestinian heart throb middleeastconflict hairstyle hackysack newyork israel middleeast hairdresser ladykiller mossad israeli palestinian heart throb middleeastconflict hairstyle hackysack adamsandler johnturturro emmanuellechriqui nickswardson lainiekazan adamsandler johnturturro emmanuellechriqui nickswardson lainiekazan dennisdugan dennisdugan dennisdugan dennisdugan dennisdugan dennisdugan 2008
50544,Friends with Benefits,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.","['Romance', 'Comedy']","['funeral', 'friends', 'hospital', 'aftercreditsstinger', 'duringcreditsstinger']","['JustinTimberlake', 'MilaKunis', 'PatriciaClarkson', 'WoodyHarrelson', 'NolanGould']",WillGluck,2011-07-21,2011.0,109.0,6.5,2237,40.526587,jamie is a new york based executive recruiter who entices dylan an art director from los angeles to take a job at the new york office of gq magazine finding that they have much in common the two become fast friends feeling jaded by a number of broken romances dylan and jamie decide that they are ready to quit looking for true love and focus on having fun however complications unfold when the two best pals add sex to their relationship romance comedy romance comedy romance comedy romance comedy romance comedy funeral friends hospital aftercreditsstinger duringcreditsstinger funeral friends hospital aftercreditsstinger duringcreditsstinger funeral friends hospital aftercreditsstinger duringcreditsstinger funeral friends hospital aftercreditsstinger duringcreditsstinger justintimberlake milakunis patriciaclarkson woodyharrelson nolangould justintimberlake milakunis patriciaclarkson woodyharrelson nolangould willgluck willgluck willgluck willgluck willgluck willgluck 2011
329,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","['Adventure', 'ScienceFiction']","['exoticisland', 'dna', 'paleontology', 'tyrannosaurusrex', 'triceratops', 'brontosaurus', 'electricfence', 'island', 'dinosaur', 'amusementpark', 'themepark', 'jurassicpark']","['SamNeill', 'LauraDern', 'JeffGoldblum', 'RichardAttenborough', 'BobPeck']",StevenSpielberg,1993-06-11,1993.0,127.0,7.6,4856,40.413191,a wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric dna before opening day he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors however the park is anything but amusing as the security systems go off line and the dinosaurs escape adventure sciencefiction adventure sciencefiction adventure sciencefiction adventure sciencefiction adventure sciencefiction exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark exoticisland dna paleontology tyrannosaurusrex triceratops brontosaurus electricfence island dinosaur amusementpark themepark jurassicpark samneill lauradern jeffgoldblum richardattenborough bobpeck samneill lauradern jeffgoldblum richardattenborough bobpeck stevenspielberg stevenspielberg stevenspielberg stevenspielberg stevenspielberg stevenspielberg 1993
881,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",['Drama'],"['suicide', 'underdog', 'suspicionofmurder', 'courtcase', 'navy', 'law', 'dyinganddeath', 'guantanamobay', 'marinecorps', 'militarycourt', 'codered', 'command']","['TomCruise', 'JackNicholson', 'DemiMoore', 'KevinBacon', 'KevinPollak']",RobReiner,1992-12-11,1992.0,138.0,7.1,877,40.379966,when cocky military lawyer lt daniel kaffee and his co counsel lt cmdr joanne galloway are assigned to a murder case they uncover a hazing ritual that could implicate high ranking officials such as shady col nathan jessep drama drama drama drama drama suicide underdog suspicionofmurder courtcase navy law dyinganddeath guantanamobay marinecorps militarycourt codered command suicide underdog suspicionofmurder courtcase navy law dyinganddeath guantanamobay marinecorps militarycourt codered command suicide underdog suspicionofmurder courtcase navy law dyinganddeath guantanamobay marinecorps militarycourt codered command suicide underdog suspicionofmurder courtcase navy law dyinganddeath guantanamobay marinecorps militarycourt codered command tomcruise jacknicholson demimoore kevinbacon kevinpollak tomcruise jacknicholson demimoore kevinbacon kevinpollak robreiner robreiner robreiner robreiner robreiner robreiner 1992
181283,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.","['Crime', 'Thriller']","['basedonnovel', 'sovietunion', 'russian', 'murder', 'serialkiller', 'military', 'childmurder', 'stalinism', '1950s']","['TomHardy', 'GaryOldman', 'NoomiRapace', 'JoelKinnaman', 'PaddyConsidine']",DanielEspinosa,2015-03-15,2015.0,137.0,6.1,547,40.371098,set in stalin era soviet union a disgraced mgb agent is dispatched to investigate a series of child murders a case that begins to connect with the very top of party leadership crime thriller crime thriller crime thriller crime thriller crime thriller basedonnovel sovietunion russian murder serialkiller military childmurder stalinism 1950s basedonnovel sovietunion russian murder serialkiller military childmurder stalinism 1950s basedonnovel sovietunion russian murder serialkiller military childmurder stalinism 1950s basedonnovel sovietunion russian murder serialkiller military childmurder stalinism 1950s tomhardy garyoldman noomirapace joelkinnaman paddyconsidine tomhardy garyoldman noomirapace joelkinnaman paddyconsidine danielespinosa danielespinosa danielespinosa danielespinosa danielespinosa danielespinosa 2015
9366,Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,"['Crime', 'Drama', 'Thriller']","['undercover', 'colombia', 'mafia', 'mobster', 'dirtycop', 'informant', 'stealingmoney', 'marriagecounselor', 'shavingcream', 'playingcards']","['JohnnyDepp', 'AlPacino', 'MichaelMadsen', 'BrunoKirby', 'JamesRusso']",MikeNewell,1997-02-27,1997.0,127.0,7.4,1147,40.370442,an fbi undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one crime drama thriller crime drama thriller crime drama thriller crime drama thriller crime drama thriller undercover colombia mafia mobster dirtycop informant stealingmoney marriagecounselor shavingcream playingcards undercover colombia mafia mobster dirtycop informant stealingmoney marriagecounselor shavingcream playingcards undercover colombia mafia mobster dirtycop informant stealingmoney marriagecounselor shavingcream playingcards undercover colombia mafia mobster dirtycop informant stealingmoney marriagecounselor shavingcream playingcards johnnydepp alpacino michaelmadsen brunokirby jamesrusso johnnydepp alpacino michaelmadsen brunokirby jamesrusso mikenewell mikenewell mikenewell mikenewell mikenewell mikenewell 1997
272693,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.","['Romance', 'Comedy']","['highschool', 'teenager', 'popularity', 'highschoolstudent', 'teencomedy', 'duringcreditsstinger', 'girlnextdoor', 'basedonyoungadultnovel']","['MaeWhitman', 'RobbieAmell', 'BellaThorne', 'BiancaA.Santos', 'SkylerSamuels']",AriSandel,2015-02-20,2015.0,100.0,6.8,1322,40.28709,bianca s universe turns upside down when she learns that her high school refers to her as a duff designated ugly fat friend hoping to erase that label she enlists the help of a charming jock and her favorite teacher together they ll face the school s mean girl and remind everyone that we are all someone s duff and that s totally fine romance comedy romance comedy romance comedy romance comedy romance comedy highschool teenager popularity highschoolstudent teencomedy duringcreditsstinger girlnextdoor basedonyoungadultnovel highschool teenager popularity highschoolstudent teencomedy duringcreditsstinger girlnextdoor basedonyoungadultnovel highschool teenager popularity highschoolstudent teencomedy duringcreditsstinger girlnextdoor basedonyoungadultnovel highschool teenager popularity highschoolstudent teencomedy duringcreditsstinger girlnextdoor basedonyoungadultnovel maewhitman robbieamell bellathorne biancaa santos skylersamuels maewhitman robbieamell bellathorne biancaa santos skylersamuels arisandel arisandel arisandel arisandel arisandel arisandel 2015
59859,Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.","['Action', 'Adventure', 'Crime']","['crimefighter', 'secretidentity', 'marvelcomic', 'superhero', 'aftercreditsstinger', 'teensuperheroes']","['AaronTaylor-Johnson', 'ChloëGraceMoretz', 'ChristopherMintz-Plasse', 'ClarkDuke', 'JimCarrey']",JeffWadlow,2013-07-17,2013.0,103.0,6.3,2224,40.28635,after kick ass insane bravery inspires a new wave of self made masked crusaders he joins a patrol led by the colonel stars and stripes when these amateur superheroes are hunted down by red mist reborn as the mother fucker only the blade wielding hit girl can prevent their annihilation action adventure crime action adventure crime action adventure crime action adventure crime action adventure crime crimefighter secretidentity marvelcomic superhero aftercreditsstinger teensuperheroes crimefighter secretidentity marvelcomic superhero aftercreditsstinger teensuperheroes crimefighter secretidentity marvelcomic superhero aftercreditsstinger teensuperheroes crimefighter secretidentity marvelcomic superhero aftercreditsstinger teensuperheroes aarontaylor johnson chlo gracemoretz christophermintz plasse clarkduke jimcarrey aarontaylor johnson chlo gracemoretz christophermintz plasse clarkduke jimcarrey jeffwadlow jeffwadlow jeffwadlow jeffwadlow jeffwadlow jeffwadlow 2013
94329,The Raid,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.","['Action', 'Thriller', 'Crime']","['crimeboss', 'tenement', 'highrise', 'monitor', 'towerblock', 'jakartaindonesia', 'swat', 'swatteam']","['IkoUwais', 'JoeTaslim', 'DonnyAlamsyah', 'YayanRuhian', 'RaySahetapy']",GarethEvans,2011-09-08,2011.0,101.0,7.3,1055,40.285095,deep in the heart of jakarta s slums lies an impenetrable safe house for the world s most dangerous killers and gangsters until now the run down apartment block has been considered untouchable to even the bravest of police cloaked under the cover of pre dawn darkness and silence an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it but when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord the building s lights are cut and all the exits blocked stranded on the sixth floor with no way out the unit must fight their way through the city s worst to survive their mission starring indonesian martial arts sensation iko uwais action thriller crime action thriller crime action thriller crime action thriller crime action thriller crime crimeboss tenement highrise monitor towerblock jakartaindonesia swat swatteam crimeboss tenement highrise monitor towerblock jakartaindonesia swat swatteam crimeboss tenement highrise monitor towerblock jakartaindonesia swat swatteam crimeboss tenement highrise monitor towerblock jakartaindonesia swat swatteam ikouwais joetaslim donnyalamsyah yayanruhian raysahetapy ikouwais joetaslim donnyalamsyah yayanruhian raysahetapy garethevans garethevans garethevans garethevans garethevans garethevans 2011
76285,Percy Jackson: Sea of Monsters,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.","['Adventure', 'Family', 'Fantasy']","['poison', 'hermes', 'poseidon', 'demigod', 'goldenfleece', 'olympus', '3d', 'kronos', 'overthrowolympus', 'basedonyoungadultnovel']","['LoganLerman', 'AlexandraDaddario', 'DouglasSmith', 'LevenRambin', 'BrandonT.Jackson']",ThorFreudenthal,2013-08-07,2013.0,106.0,5.9,1648,40.262261,in their quest to confront the ultimate evil percy and his friends battle swarms of mythical creatures to find the mythical golden fleece and to stop an ancient evil from rising adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel loganlerman alexandradaddario douglassmith levenrambin brandont jackson loganlerman alexandradaddario douglassmith levenrambin brandont jackson thorfreudenthal thorfreudenthal thorfreudenthal thorfreudenthal thorfreudenthal thorfreudenthal 2013
4327,Charlie's Angels,"Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software.","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['martialarts', 'femalefriendship', 'millionaire', 'agent']","['CameronDiaz', 'LucyLiu', 'DrewBarrymore', 'BillMurray', 'JohnForsythe']",McG,2000-11-02,2000.0,98.0,5.6,1232,40.20395,aspects of this take on the 1970s hit tv series are similar to the original show angels dylan natalie and alex still work for charlie and interface with bosley they still flip their hair stop traffic with a smile and kick butt the differences are the unsubtle humor the martial arts training and the high tech premise this time they re hot on the trail of stolen software action adventure comedy crime thriller action adventure comedy crime thriller action adventure comedy crime thriller action adventure comedy crime thriller action adventure comedy crime thriller martialarts femalefriendship millionaire agent martialarts femalefriendship millionaire agent martialarts femalefriendship millionaire agent martialarts femalefriendship millionaire agent camerondiaz lucyliu drewbarrymore billmurray johnforsythe camerondiaz lucyliu drewbarrymore billmurray johnforsythe mcg mcg mcg mcg mcg mcg 2000
12163,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.","['Drama', 'Romance']","['supermarket', 'heartattack', 'ambition', 'daughter', 'wrestling', 'sport', 'stripper', 'steroids', 'fame', 'barbedwire', 'wrestler', 'redemption']","['MickeyRourke', 'MarisaTomei', 'EvanRachelWood', 'MarkMargolis', 'ToddBarry']",DarrenAronofsky,2008-09-07,2008.0,109.0,7.3,1000,40.196514,aging wrestler randy the ram robinson is long past his prime but still ready and rarin to go on the pro wrestling circuit after a particularly brutal beating however randy hangs up his tights pursues a serious relationship with a long in the tooth stripper and tries to reconnect with his estranged daughter but he can t resist the lure of the ring and readies himself for a comeback drama romance drama romance drama romance drama romance drama romance supermarket heartattack ambition daughter wrestling sport stripper steroids fame barbedwire wrestler redemption supermarket heartattack ambition daughter wrestling sport stripper steroids fame barbedwire wrestler redemption supermarket heartattack ambition daughter wrestling sport stripper steroids fame barbedwire wrestler redemption supermarket heartattack ambition daughter wrestling sport stripper steroids fame barbedwire wrestler redemption mickeyrourke marisatomei evanrachelwood markmargolis toddbarry mickeyrourke marisatomei evanrachelwood markmargolis toddbarry darrenaronofsky darrenaronofsky darrenaronofsky darrenaronofsky darrenaronofsky darrenaronofsky 2008
9880,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.","['Comedy', 'Family', 'Romance']","['heirtothethrone', 'grandmothergranddaughterrelationship', 'highschool', 'princess', 'royalty', 'teenager', 'popularity', 'socialoutcast', 'basedonyoungadultnovel']","['AnneHathaway', 'JulieAndrews', 'HeatherMatarazzo', 'RobertSchwartzman', 'HéctorElizondo']",GarryMarshall,2001-08-03,2001.0,115.0,6.5,1023,40.176265,a socially awkward but very bright 15 year old girl being raised by a single mom discovers that she is the princess of a small european country because of the recent death of her long absent father who unknown to her was the crown prince of genovia she must make a choice between continuing the life of a san francisco teen or stepping up to the throne comedy family romance comedy family romance comedy family romance comedy family romance comedy family romance heirtothethrone grandmothergranddaughterrelationship highschool princess royalty teenager popularity socialoutcast basedonyoungadultnovel heirtothethrone grandmothergranddaughterrelationship highschool princess royalty teenager popularity socialoutcast basedonyoungadultnovel heirtothethrone grandmothergranddaughterrelationship highschool princess royalty teenager popularity socialoutcast basedonyoungadultnovel heirtothethrone grandmothergranddaughterrelationship highschool princess royalty teenager popularity socialoutcast basedonyoungadultnovel annehathaway julieandrews heathermatarazzo robertschwartzman h ctorelizondo annehathaway julieandrews heathermatarazzo robertschwartzman h ctorelizondo garrymarshall garrymarshall garrymarshall garrymarshall garrymarshall garrymarshall 2001
